web-scraper-order;web-scraper-start-url;etat;marque;annee;boite_vitesse;adresse;prix;Image_Lien
1707774299-489;https://www.expat-dakar.com/voitures?page=13;D'occasion;Ford;2014;Automatique;"Parcelles Assainies,
Dakar";4 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7515d5f6942e8685cb01334b2dc51c86/-/horizon-files-prod/ed/picture/qngxkz0x/20b8ebeb16712550cda84f6579c05097131b70d6.jpg
1707774299-490;https://www.expat-dakar.com/voitures?page=13;D'occasion;Volvo;2023;Tiptronic;"Parcelles Assainies,
Dakar";1 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/59dd5e65092cfd946dd986aa720956a8/-/horizon-files-prod/ed/picture/qenqjm96/faf7a72e425b142fedd41677581dab9b97bdbc84.jpg
1707774299-491;https://www.expat-dakar.com/voitures?page=13;Neuf;Acura;2015;Automatique;"Mermoz,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b87442303abe81c533e8ca499de67d15/-/horizon-files-prod/ed/picture/q2jzgjwv/705114c48e3aa8bfe4e7b3032bd1ffddee847cba.jpg
1707774299-492;https://www.expat-dakar.com/voitures?page=13;Venant;Ford;2017;Automatique;"Mermoz,
Dakar";15 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/92888d112bade2d53093a8a4c0a465a3/-/horizon-files-prod/ed/picture/q4480q95/d9649464c6f646e80556f458bd153c0a69a93f21.jpg
1707774299-493;https://www.expat-dakar.com/voitures?page=13;Venant;Peugeot;2016;Manuelle;"Guinaw rail,
Dakar";6 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fad96927315b764fdd13157fee52f9a/-/horizon-files-prod/ed/picture/qj4r7gj4/05d756e808fba9f21d6728a66d9b8e7e52617cc9.jpg
1707774299-494;https://www.expat-dakar.com/voitures?page=13;Venant;Toyota;2017;Manuelle;"Guinaw rail,
Dakar";25 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5770136d8cdab66c47d084ad2b216d76/-/horizon-files-prod/ed/picture/q785d44q/b18e6642aea97692ff6dfad9280082ef63aab10d.jpg
1707774302-495;https://www.expat-dakar.com/voitures?page=12;Venant;Hyundai;2017;Automatique;"Mamelles,
Dakar";6 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9474d800513bbe2bfdae18166a5ed5a1/-/horizon-files-prod/ed/picture/qrzv0rqn/99bd67736bc326004255408360678aab0d4c0e40.jpg
1707774302-496;https://www.expat-dakar.com/voitures?page=12;Venant;Mercedes-Benz;2020;Automatique;"Virage,
Dakar";21 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fb650347a5bf515a7c842b3db200b3d/-/horizon-files-prod/ed/picture/q0gw0e9m/ae4a7e0f75dbf8c7b5145d318bc95a09df7cb489.jpg
1707774302-497;https://www.expat-dakar.com/voitures?page=12;;;;;;;
1707774302-498;https://www.expat-dakar.com/voitures?page=12;Venant;Kia;2015;Automatique;"VDN,
Dakar";;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c8f98b0f1d0d49d677b70b2b6aeb528/-/horizon-files-prod/ed/picture/qgq9kppn/88bf7ab696eaec5817a397398a44323b2ad2b0b6.jpg
1707774302-499;https://www.expat-dakar.com/voitures?page=12;Venant;Mazda;2020;Automatique;"VDN,
Dakar";;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecc10ecedac3e46a3613150f6bdf6ec2/-/horizon-files-prod/ed/picture/qq47k99k/0e3c2a34f7f6cca26554cc32d3707ab0a4e499b3.jpg
1707774302-500;https://www.expat-dakar.com/voitures?page=12;D'occasion;Citroen;2008;Manuelle;"Keur Massar,
Dakar";4 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/56f775b250a682393ec48bc1ba85cee5/-/horizon-files-prod/ed/picture/qngxkw5k/190020c746292e92eb4c74b271f8b92aa75a8345.jpg
1707774302-501;https://www.expat-dakar.com/voitures?page=12;Venant;Dacia;2015;Manuelle;"Mermoz,
Dakar";6 400 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b111207d8c1454ef15ed7096824771d2/-/horizon-files-prod/ed/picture/q8v52rnn/84c114bb3a9553d4f1599d5e147ff388d2b48c6a.jpg
1707774302-502;https://www.expat-dakar.com/voitures?page=12;D'occasion;Hyundai;2016;Automatique;"Sicap Liberté,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c6221643ffc2a6b9e00dd693ff46ed8/-/horizon-files-prod/ed/picture/qgq9k76m/8994660d62beaf83206015776692b7dba7aea38a.jpg
1707774302-503;https://www.expat-dakar.com/voitures?page=12;Venant;Nissan;2016;Automatique;"Guediawaye,
Dakar";7 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/030f21ba9ec5c92b05d6143abacedcd9/-/horizon-files-prod/ed/picture/qenqmzjd/1e4c49244bf7b547093546bd276bf54f88164542.jpg
1707774302-504;https://www.expat-dakar.com/voitures?page=12;Venant;Hyundai;2016;Automatique;"Sicap foire,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/28c4364f654e8a8eed937e4448c1823f/-/horizon-files-prod/ed/picture/q56x2q05/f48ee3ce1ccd78a9f4725591354036a233d36967.jpg
1707774302-505;https://www.expat-dakar.com/voitures?page=12;D'occasion;Nissan;2012;Automatique;"Saly,
Thiès";2 250 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d568b462b12cd6b05c441d8445066dce/-/horizon-files-prod/ed/picture/q4482wk4/2d9003f4fc3b563a402a78df608730d327414d62.jpg
1707774302-506;https://www.expat-dakar.com/voitures?page=12;Venant;BMW;2017;Automatique;"Sicap Liberté,
Dakar";24 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c2798c5f49a1e08b1f227cf218eccb9/-/horizon-files-prod/ed/picture/q0gwxvr8/1a14528130d18d4f4977f9272d73d8276fbf2b8a.jpg
1707774302-507;https://www.expat-dakar.com/voitures?page=12;Venant;BMW;2016;Automatique;"Liberte 6 extension,
Dakar";12 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/50c95f8ec1274159a00395ba9d505787/-/horizon-files-prod/ed/picture/q5647qrx/d5713c79a4d4eb4386dff14fc85747fdb4444763.jpg
1707774305-508;https://www.expat-dakar.com/voitures?page=11;Venant;Hyundai;2017;Automatique;"Hann maristes,
Dakar";11 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/fdc7c2c3d79e972bf0cbffb3687838c5/-/horizon-files-prod/ed/picture/qrzvkwnx/784e9de40bf53f2b2cf83fc506995440a1681ad2.jpg
1707774305-509;https://www.expat-dakar.com/voitures?page=11;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774305-510;https://www.expat-dakar.com/voitures?page=11;;;;;;;
1707774305-511;https://www.expat-dakar.com/voitures?page=11;Venant;Hyundai;2015;Automatique;"Ouest foire,
Dakar";;https://i.roamcdn.net/hz/ed/listing-thumb-224w/879ff21bd4dba16248a949544896862a/-/horizon-files-prod/ed/picture/qenqj4e5/e3e6795cccef01522f4631a94b1d3e0f163f0ec3.jpg
1707774305-512;https://www.expat-dakar.com/voitures?page=11;D'occasion;Citroen;2016;Manuelle;"Nord foire,
Dakar";5 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c1d6c62c3d4cadce744261b2d3cfadf/-/horizon-files-prod/ed/picture/q8v522q6/d4cdd82a7ee097849af599d68a5a2e17c166ae8f.jpg
1707774305-513;https://www.expat-dakar.com/voitures?page=11;D'occasion;Citroen;2014;;"Mermoz,
Dakar";4 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/67bb76e50bdca4ee41d63a8e449aae36/-/horizon-files-prod/ed/picture/qj4rddvr/a2625459eeacb05c42afb9c8885b215a1de0c449.jpg
1707774305-514;https://www.expat-dakar.com/voitures?page=11;D'occasion;Hyundai;2021;Automatique;"Zone de captage,
Dakar";13 250 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/866dda783a0f1a1320ecda33f0805d96/-/horizon-files-prod/ed/picture/q0gwxvvj/d053ff0589a04e348f9907838738a960d6c21742.jpg
1707774305-515;https://www.expat-dakar.com/voitures?page=11;D'occasion;Ford;2011;Automatique;"VDN,
Dakar";2 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/591a9eae5578cdfe7de9499c6a29f2d4/-/horizon-files-prod/ed/picture/q8v52rdn/ef88236dbbec4220f8cb43d82a6e6ffd6280b73e.jpg
1707774305-516;https://www.expat-dakar.com/voitures?page=11;Venant;Kia;2016;Automatique;"Zac Mbao,
Dakar";12 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/90fc52f364e4f2970275f39dcab1969d/-/horizon-files-prod/ed/picture/qrzvkm54/1dc6fdffd720f206a1ad7f6ac38a8882f607c712.jpg
1707774305-517;https://www.expat-dakar.com/voitures?page=11;D'occasion;Kia;2015;Automatique;"Saly,
Thiès";7 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/96d70dc84eadcde9336b5de6394e49f1/-/horizon-files-prod/ed/picture/qrzvkm9q/044fda8113117dd9656953e76c8e6f74dec44144.jpg
1707774305-518;https://www.expat-dakar.com/voitures?page=11;D'occasion;Toyota;2010;Manuelle;"Colobane,
Dakar";3 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d7251beb94acbf56d655a9f6705497c/-/horizon-files-prod/ed/picture/qwe2562k/6224528a1adad58e59b55802058544e030e3601d.jpg
1707774305-519;https://www.expat-dakar.com/voitures?page=11;D'occasion;Renault;2017;Automatique;"VDN,
Dakar";;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0282e3fe41c472e375bda687c2f934a9/-/horizon-files-prod/ed/picture/q6xk2nrn/7b07bafa45ab09169316a68268f21ee952c68065.jpg
1707774305-520;https://www.expat-dakar.com/voitures?page=11;Venant;Mazda;2016;Automatique;"VDN,
Dakar";;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e60b023df22f3f3c61e4fd4919e741c6/-/horizon-files-prod/ed/picture/qgq9kpmn/948c0ce967c7e705aad95b7f605dd4aff6478928.jpg
1707774309-521;https://www.expat-dakar.com/voitures?page=10;Venant;Nissan;2017;Automatique;"Hann maristes,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/af00ba4f17d8ee94e010d69cbcf43541/-/horizon-files-prod/ed/picture/qv4e005x/dbede6fd412b7b3abeaa82172f5e0fb462697daf.jpg
1707774309-522;https://www.expat-dakar.com/voitures?page=10;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774309-523;https://www.expat-dakar.com/voitures?page=10;;;;;;;
1707774309-524;https://www.expat-dakar.com/voitures?page=10;Venant;Hyundai;2018;Automatique;"Colobane,
Dakar";13 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6f079511bf783b4a22f40c1fe9f8a25/-/horizon-files-prod/ed/picture/qj4rwmd4/c5acc6b3dea337f57960db85d434acfff9fdd093.jpg
1707774309-525;https://www.expat-dakar.com/voitures?page=10;Neuf;Peugeot;2016;Automatique;"Cité Damel,
Dakar";8 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c3aad938a64c39a5e1fc45509db5bff/-/horizon-files-prod/ed/picture/qkrgv692/ea3860c02a5473d2fafdeb2abb6d1302054921d6.jpg
1707774309-526;https://www.expat-dakar.com/voitures?page=10;Neuf;Kia;2016;Automatique;"Cité Damel,
Dakar";7 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad0ade3b80823239467d639dae2a3cf4/-/horizon-files-prod/ed/picture/q6xk42z4/9ba4ccabbff974e25918a06019a0c373c41ebbcf.jpg
1707774309-527;https://www.expat-dakar.com/voitures?page=10;Neuf;Kia;2015;Automatique;"Cité Damel,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/97ca0cce9c7c9ed04b91dc870fbd6361/-/horizon-files-prod/ed/picture/q448222r/88f0e0d078fff9cf55bfae1c9f59882bf67692a2.jpg
1707774309-528;https://www.expat-dakar.com/voitures?page=10;Neuf;Ford;2016;Automatique;"Cité Damel,
Dakar";7 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/74b16165853f7367ddf7b5b1e577f22d/-/horizon-files-prod/ed/picture/qwe299nz/3e67a2739697f3f1ebc75dfde24e083b10253578.jpg
1707774309-529;https://www.expat-dakar.com/voitures?page=10;D'occasion;Renault;2015;Manuelle;"Bel air,
Dakar";6 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/06c539c642017dae5c055d8157032981/-/horizon-files-prod/ed/picture/q2jqdrrp/42865c3f1336fe8195bbd09e88726868e0d17c18.jpg
1707774309-530;https://www.expat-dakar.com/voitures?page=10;Venant;Hyundai;2017;Automatique;"VDN,
Dakar";12 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7f932e0b8148256c7115dec7b9fce91/-/horizon-files-prod/ed/picture/q6xk2wnn/177cad608dfb973812a8a75dc7d7a4937bdc5889.jpg
1707774309-531;https://www.expat-dakar.com/voitures?page=10;D'occasion;Ford;2013;Automatique;"Parcelles Assainies,
Dakar";5 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ab87601b950f2896a5328e1e85f6be3/-/horizon-files-prod/ed/picture/qzvdq5xq/0000c0016e5fe400eca401478f961358f927bd1d.jpg
1707774309-532;https://www.expat-dakar.com/voitures?page=10;D'occasion;Ford;2014;Automatique;"Colobane,
Dakar";5 350 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc171ab3230a30c921da1fea1fafd148/-/horizon-files-prod/ed/picture/qm5pk702/f97f7f2f1424b0950e5211891de3eeab4e338eac.jpg
1707774309-533;https://www.expat-dakar.com/voitures?page=10;D'occasion;Hyundai;2012;Automatique;"Colobane,
Dakar";4 650 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/397b9936e9eec2ede19d02f6df6b9e90/-/horizon-files-prod/ed/picture/qrzvkwrx/3e70f957273f673c686b624a026ea82449ef5e85.jpg
1707774312-534;https://www.expat-dakar.com/voitures?page=9;Venant;Peugeot;2017;Automatique;"Sicap Liberté,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/73463680654f7bf7b2bc33b55b5ca146/-/horizon-files-prod/ed/picture/qpd65nwm/c88c223337154da53ee9d1cbd17289a54aea4446.jpg
1707774312-535;https://www.expat-dakar.com/voitures?page=9;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774312-536;https://www.expat-dakar.com/voitures?page=9;;;;;;;
1707774312-537;https://www.expat-dakar.com/voitures?page=9;Venant;Chevrolet;2015;Automatique;"Cité Damel,
Dakar";7 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d5fc0f9c77b3f8804cdf3b43ed2bc08/-/horizon-files-prod/ed/picture/qwe2959j/f3857c68d5738734c3ff47acf13e54765cd68494.jpg
1707774312-538;https://www.expat-dakar.com/voitures?page=9;D'occasion;Ford;2014;Automatique;"Djily mbaye,
Dakar";3 850 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/57893d07486bc58dae73726247c5cb33/-/horizon-files-prod/ed/picture/q448q96z/e50ca6fc0fcdf9d93368d7e1dd4fde14f730248f.jpg
1707774312-539;https://www.expat-dakar.com/voitures?page=9;Venant;Ford;2016;Automatique;"Liberte 6,
Dakar";6 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9f7318e631060106783f37008cc2447/-/horizon-files-prod/ed/picture/q6xk2w4p/9cc1624dd7f1ba5abc201ebb72bfdc4682448864.jpg
1707774312-540;https://www.expat-dakar.com/voitures?page=9;Venant;Mazda;2016;Automatique;"Parcelles Assainies,
Dakar";10 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9baa0976a386486e82fa1b5d2182f77e/-/horizon-files-prod/ed/picture/qwe28ekg/2df4858e356866b508a1c87a8abe691db47ca98c.jpg
1707774312-541;https://www.expat-dakar.com/voitures?page=9;Venant;Hyundai;2016;Automatique;"Sicap foire,
Dakar";11 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecb3b8361877ea8e1f8f47736eb65669/-/horizon-files-prod/ed/picture/qdekzq4m/f27afd2d4a070d51b7032bc732be0a48ddc7e995.jpg
1707774312-542;https://www.expat-dakar.com/voitures?page=9;D'occasion;Jeep;2015;Automatique;"Cité Damel,
Dakar";10 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ddeb64a0640303da48606cf5ee1711d/-/horizon-files-prod/ed/picture/qngxkv2g/a544b6086d8876f1e7913a487534d486b73a20d5.jpg
1707774312-543;https://www.expat-dakar.com/voitures?page=9;D'occasion;Ford;2013;Automatique;"Parcelles Assainies,
Dakar";3 600 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/980a22c7eb58e9ec2677c77d282b715b/-/horizon-files-prod/ed/picture/qv4e0rz2/2d580bfebbea4a6cb3827d6de9b994c53675eef0.jpg
1707774312-544;https://www.expat-dakar.com/voitures?page=9;Venant;Kia;2017;Automatique;"Sacré-cœur,
Dakar";10 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ce622470f98d8a600f86bbdf1ed1539/-/horizon-files-prod/ed/picture/qgq9kr4n/46b90cb0a51f312985147b4d7404119452605b87.jpg
1707774312-545;https://www.expat-dakar.com/voitures?page=9;Venant;Hyundai;2013;Automatique;"Colobane,
Dakar";4 850 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e2266c6b69609395194a1fe6774bf8d/-/horizon-files-prod/ed/picture/qxj2nmwv/68584c17a77915665c4d84f355de462582210bc5.jpg
1707774312-546;https://www.expat-dakar.com/voitures?page=9;Venant;BMW;2016;Automatique;"Nord foire,
Dakar";15 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c7669fe593e53a1c308eb9e87439adc/-/horizon-files-prod/ed/picture/qxj2nkdm/d5ff5fd40334a05be1bc1848c3bb88c841ce8d92.jpg
1707774315-547;https://www.expat-dakar.com/voitures?page=8;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774315-548;https://www.expat-dakar.com/voitures?page=8;D'occasion;Audi;2016;Automatique;"Mermoz,
Dakar";13 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/72171bc5e2fc0ca9d24fb2d8402d56c8/-/horizon-files-prod/ed/picture/qzvdqje8/3d356585dc34c8d292572483e094c17501b0d4d7.jpg
1707774315-549;https://www.expat-dakar.com/voitures?page=8;;;;;;;
1707774315-550;https://www.expat-dakar.com/voitures?page=8;D'occasion;Ford;2018;Automatique;"VDN,
Dakar";7 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf0ba7f1d71595c1e712d52a4ee2f183/-/horizon-files-prod/ed/picture/qngxnr5w/150425e4e799b7e05442f354dd215ab828cbc6f2.jpg
1707774315-551;https://www.expat-dakar.com/voitures?page=8;D'occasion;Ford;2016;Automatique;"Hann maristes,
Dakar";10 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5cc7c87fbcaafc839d938f1398e84a5f/-/horizon-files-prod/ed/picture/qv4e0rrx/4a9ab3f6e470b445715a4dab483ff21638751f9b.jpg
1707774315-552;https://www.expat-dakar.com/voitures?page=8;D'occasion;Ford;2015;Automatique;"Hann maristes,
Dakar";8 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a4b8cfb3a4833103e475ca56958b6e0/-/horizon-files-prod/ed/picture/qpd6599w/3609ae247bc182b614c85ccb71d7b86e02ab11a1.jpg
1707774315-553;https://www.expat-dakar.com/voitures?page=8;Neuf;Ford;2016;Automatique;"Biscuiterie,
Dakar";70 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/83d7339b4d1d5456057a445e7997709c/-/horizon-files-prod/ed/picture/qj4r7nx6/ed56037342ee62382d989c98b5a408abe93ca6cd.jpg
1707774315-554;https://www.expat-dakar.com/voitures?page=8;D'occasion;Hyundai;2017;Automatique;"Biscuiterie,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/856cbbe16f62be20dfc9a6b14c025599/-/horizon-files-prod/ed/picture/q448qdw4/38b0a259e8d97639b9c79d79b9ce2db1fdf06b14.jpg
1707774315-555;https://www.expat-dakar.com/voitures?page=8;Venant;Mercedes-Benz;2017;Automatique;"Liberte 6,
Dakar";22 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1cfb2ef19108317416542e08e7bfd5c7/-/horizon-files-prod/ed/picture/qrzv47dx/3bc5db67533c84b7c77af3fc4289a02db10e9db9.jpg
1707774315-556;https://www.expat-dakar.com/voitures?page=8;Venant;Range Rover;2015;Automatique;"Liberte 6,
Dakar";26 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2beed8a92a3272fb5c9f71253c6bd1c7/-/horizon-files-prod/ed/picture/q9m96ew0/c712674ac6f15fbd435fe8c8033cdb05b912a9ec.jpg
1707774315-557;https://www.expat-dakar.com/voitures?page=8;Neuf;Ford;2015;Automatique;"Cité Damel,
Dakar";12 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6def19fa22d7c8ec5df090d1b854384c/-/horizon-files-prod/ed/picture/qq47kk4k/e11532b0f15514b6648f1a26f0d1c877700a9bd5.jpg
1707774315-558;https://www.expat-dakar.com/voitures?page=8;Neuf;Ford;2015;Automatique;"Cité Damel,
Dakar";6 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/be4611855709e9db6c63af317b6c510b/-/horizon-files-prod/ed/picture/qm5p9kmd/3f7f8a45baa6c85085326845c56337be3d2d2ebd.jpg
1707774315-559;https://www.expat-dakar.com/voitures?page=8;D'occasion;Ford;2014;Automatique;"Cité Damel,
Dakar";6 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/db551b4d6c9b2c91c92b048a9b5544a3/-/horizon-files-prod/ed/picture/q6xk22rp/0872942758a7b513d54132e2292c99dfcb88d42e.jpg
1707774318-560;https://www.expat-dakar.com/voitures?page=7;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774318-561;https://www.expat-dakar.com/voitures?page=7;D'occasion;Audi;2016;Automatique;"Mermoz,
Dakar";13 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/72171bc5e2fc0ca9d24fb2d8402d56c8/-/horizon-files-prod/ed/picture/qzvdqje8/3d356585dc34c8d292572483e094c17501b0d4d7.jpg
1707774318-562;https://www.expat-dakar.com/voitures?page=7;;;;;;;
1707774318-563;https://www.expat-dakar.com/voitures?page=7;D'occasion;Nissan;2015;Automatique;"Yoff,
Dakar";5 350 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/050828eb3f98a051759d25ea73ae2e66/-/horizon-files-prod/ed/picture/qrzvkvkm/afbd86bd3b9861a0c32d84bfbe60e115eaed9bc9.jpg
1707774318-564;https://www.expat-dakar.com/voitures?page=7;Venant;Mercedes-Benz;2016;Automatique;"Almadies,
Dakar";29 000 800 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ca65c82b143c129a9ac63e9411207bf/-/horizon-files-prod/ed/picture/qm5pk7wz/0b3db97bdbaa507ec28ae29af0a7e6f21d7599e0.jpg
1707774318-565;https://www.expat-dakar.com/voitures?page=7;D'occasion;Hyundai;2020;Automatique;"Sicap foire,
Dakar";21 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e8da9eb7bbf27500da57dc9e24a4aa0/-/horizon-files-prod/ed/picture/q0gwx6eg/22c04c7cfe18f047eff1d65efb2ff146da1450c1.jpg
1707774318-566;https://www.expat-dakar.com/voitures?page=7;D'occasion;Hyundai;2013;Automatique;"Sicap foire,
Dakar";4 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8dafcb5879e6541521f525e857c27e3/-/horizon-files-prod/ed/picture/qm5pk7xd/163a01175af7877ef81afa2a38eef08195ae8cf5.jpg
1707774318-567;https://www.expat-dakar.com/voitures?page=7;D'occasion;Chevrolet;2011;Automatique;"Hann maristes,
Dakar";3 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/626df48250e48b554b54517174b5284c/-/horizon-files-prod/ed/picture/qgq9kd9e/a8bf076f6fd2af7d20f0b0cb451062064f860f9a.jpg
1707774318-568;https://www.expat-dakar.com/voitures?page=7;Venant;Kia;2017;Automatique;"Sacré-cœur,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ceeb53cbeaf23b85d0837f9a2fcbc3b3/-/horizon-files-prod/ed/picture/q2jq2vmq/4475c8f4d64dc549d27589825b1d51b4c4aa17ca.jpg
1707774318-569;https://www.expat-dakar.com/voitures?page=7;D'occasion;Jeep;2015;Automatique;"Sicap Liberté,
Dakar";4 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/689f8d9949359ebbf7a9ccb04d04501d/-/horizon-files-prod/ed/picture/qenqm52x/f399682fb312d65001c12c08059e431aeeae0612.jpg
1707774318-570;https://www.expat-dakar.com/voitures?page=7;Venant;Ford;2016;Automatique;"Sicap Liberté,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1cbf1c0c35f383e611a4081e583e0610/-/horizon-files-prod/ed/picture/qm5pk7ez/73844895f9900ae2061a9e4fc771ce659683abbc.jpg
1707774318-571;https://www.expat-dakar.com/voitures?page=7;D'occasion;Ford;2013;Automatique;"Golf,
Dakar";4 950 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe6ad4d27602595ff659595a9b93a43b/-/horizon-files-prod/ed/picture/q8v5nzx6/efad930c1f3b4130c2c9b27aaf65b62e22385b74.jpg
